developer,recommend,user_id,sentiment_analysis,año
Valve,1,76561198043932615,2,2014
Valve,1,PshychedSubstance,1,2015
Valve,1,76561198093961758,1,2014
Valve,1,perrojudio,1,2015
Valve,1,mynameslimshady,1,2015
Valve,1,Qi_Bishop,1,2015
Valve,1,rattlesn,1,2013
Valve,1,KarismaC,2,2015
Valve,1,76561198093839799,1,2015
Valve,1,radvilasv,1,2014
Valve,1,76561198078840415,1,2015
Valve,1,rafimann,1,2014
Valve,0,Smithies,0,2014
Valve,1,76561198051219614,2,2014
Valve,1,76561198054462836,2,2014
Valve,1,63718432421321321312,2,2015
Valve,1,76561198042225412,2,2014
Valve,1,razormate1,2,2015
Valve,1,realize2,1,2015
Valve,1,76561198115742440,1,2015
Valve,1,rekkler,2,2014
Valve,1,pizzR,2,2014
Valve,1,12345678910a,2,2014
Valve,1,ruanvg001,1,2014
Valve,1,The_Toast_Man,0,2015
Valve,1,76561198063937445,2,2014
Valve,0,76561197976922181,1,2015
Valve,1,frodomybaggins,1,2015
Valve,1,inw019777,0,2015
Valve,1,lellol,2,2015
Valve,1,76561198041858423,1,2015
Valve,1,ANzHawkZ,2,2015
Valve,1,profiles76561198094860288,1,2015
Valve,1,76561198049772592,1,2013
Valve,1,shamez195,1,2014
Valve,1,Mangeria,2,2013
Valve,1,Tokusentai,2,2013
Valve,1,NotRoyston,2,2015
Valve,1,76561198042212007,1,2015
Valve,1,rtdavid,1,2014
Valve,1,sgtlukiebear,2,2014
Valve,1,00True,1,2014
Valve,1,76561198060457375,1,2015
Valve,1,Ryukaiii,1,2015
Valve,1,darkguyed001,1,2015
Valve,1,76561198030475957,0,2015
Valve,1,76561198066299320,1,2015
Valve,0,76561198069668522,0,2014
Valve,1,678rtv45,1,2015
Valve,1,Buttole,2,2014
Valve,0,Phoenixexe,0,2014
Valve,1,kingkate5,2,2015
Valve,1,76561198074843769,2,2015
Valve,1,sadLyf,1,2014
Valve,1,DontLinkMeUFuck,1,2014
Valve,1,dk_ith,2,2014
Valve,1,samyol,2,2015
Valve,1,sandmeng,1,2015
Valve,1,76561198076135607,2,2013
Valve,1,76561198077027020,2,2014
Valve,1,76561198081091469,1,2014
Valve,1,76561198053240343,2,2015
Valve,0,76561197981957582,2,2015
Valve,1,somefode,2,2015
Valve,1,afroman2011,1,2015
Valve,1,76561198067466249,1,2015
Valve,1,CheeseMachine3,1,2014
Valve,1,DrJohnGG,2,2014
Valve,1,YourNormalAverageGuy,1,2014
Valve,1,secretcodrin,1,2015
Valve,1,ZechLZ,0,2015
Valve,1,koddles,1,2015
Valve,1,-SEVEN-,2,2013
Valve,1,sgtion,2,2015
Valve,1,ShadowGamingAUS,1,2013
Valve,1,76561198058933691,2,2014
Valve,0,shaniatwainno1fan,2,2014
Valve,1,76561198103635105,2,2014
Valve,1,QuackSauce195,1,2015
Valve,1,gamingintothefuture,2,2014
Valve,1,geekosaurus,2,2015
Valve,1,Shtiffles,1,2014
Valve,0,76561198046412025,1,2014
Valve,0,76561198044865157,1,2015
Valve,1,halo1010,2,2014
Valve,1,Socktoppet,2,2015
Valve,1,Nyr1,0,2014
Valve,0,76561198039393712,1,2014
Valve,1,GsinA,2,2015
Valve,1,SirHolyCow,1,2015
Valve,1,sirieous,2,2014
Valve,1,76561198095402254,1,2015
Valve,1,unLimitieDx,1,2014
Valve,1,2364786499,2,2015
Valve,1,skaarh,1,2015
Valve,1,76561198022316719,2,2014
Valve,1,skulluxies,1,2014
Valve,1,Skuxii,1,2013
Valve,1,meistersky,2,2015
Valve,1,slimeguy361,1,2015
Valve,1,coreyr92,1,2015
Valve,1,tomyyyyyyyyyyyyyyyyy,2,2015
Valve,1,76561198077783045,2,2015
Valve,1,DogTits197,1,2015
Valve,1,76561198094245250,2,2015
Valve,1,Sneakyyyy,1,2015
Valve,1,TheofficalSneakyJew,1,2015
Valve,1,snooptown,2,2015
Valve,1,76561198068765906,1,2015
Valve,1,UnorthadoxEnigma,2,2015
Valve,1,76561198031290502,2,2015
Valve,1,Brewl,2,2014
Valve,1,sperkzdesu,2,2015
Valve,1,spankwankable,2,2014
Valve,1,76561198115952538,2,2014
Valve,1,76561198057462487,1,2014
Valve,1,76561198109510993,2,2014
Valve,1,saltymines,2,2014
Valve,1,SwegSpuudddyyy69,1,2015
Valve,1,76561198068640745,0,2015
Valve,1,WasSphinx,1,2015
Valve,1,FaydOfficial,1,2015
Valve,1,76561198066255046,2,2014
Valve,1,BlackSp00n,0,2014
Valve,1,spooke512,0,2015
Valve,1,SporkDesigns,1,2015
Valve,1,ozjake54,1,2014
Valve,1,PskiDarkness,1,2014
Valve,1,76561198074635811,2,2015
Valve,1,76561198080080282,1,2015
Valve,1,76561198097932115,2,2014
Valve,1,starrynights,2,2015
Valve,1,76561198062206493,1,2014
Valve,1,jamman54321,2,2015
Valve,1,76561198146862794,0,2015
Valve,1,stionk,1,2015
Valve,1,stoneminer97,2,2014
Valve,1,TSGStosh,2,2014
Valve,1,76561198049562601,2,2015
Valve,1,76561198051717662,2,2015
Valve,1,76561198093176686,1,2015
Valve,1,76561198058928498,2,2015
Valve,1,76561198088580022,1,2015
Valve,1,EthanDaCookie,2,2015
Valve,1,TheSaltiestFuckInThisEarth,1,2015
Valve,1,76561198056474589,1,2014
Valve,1,Tilig,2,2015
Valve,1,76561198036513236,1,2015
Valve,1,eomd,1,2014
Valve,1,HolaDavesta,1,2015
Valve,1,76561198059874185,1,2015
Valve,0,extremeprejudice,2,2015
Valve,1,76561198100546287,1,2015
Valve,1,TehMLGPanda,2,2015
Valve,1,rofltempo,2,2014
Valve,1,76561198069271631,2,2013
Valve,1,76561198088129281,2,2015
Valve,1,ahahahahbanter,2,2015
Valve,1,thatfiloguy,1,2014
Valve,1,76561198061611219,2,2014
Valve,0,Dr-Medic,2,2013
Valve,1,76561198079254609,1,2014
Valve,1,1212343456567878909,2,2015
Valve,1,76561198065625313,2,2014
Valve,1,58254410,2,2012
Valve,1,whipitty,1,2014
Valve,1,terrainer,2,2015
Valve,1,76561198065488954,2,2015
Valve,1,DoomsDay39,2,2015
Valve,1,76561198130448468,2,2015
Valve,1,TheFazza,2,2014
Valve,1,PrimeDarkEther,1,2015
Valve,1,TheRedArrowGaming,2,2014
Valve,1,leweeeeeeee,2,2015
Valve,1,76561198063808374,2,2014
Valve,1,76561198146807323,2,2015
Valve,1,TheRealTidis,2,2015
Valve,0,76561198111424831,1,2014
Valve,1,76561198040968420,1,2014
Valve,1,76561198047875000,1,2014
Valve,1,tinkybellguy,2,2015
Valve,1,tironacachola,1,2013
Valve,1,TITANIUM579,2,2014
Valve,1,76561198100093966,2,2014
Valve,1,TomaHawk45,1,2014
Valve,1,tuthpick,1,2015
Valve,1,tortamais,1,2015
Valve,1,RewVy,2,2014
Valve,1,pannu,2,2013
Valve,1,76561198097608178,2,2015
Valve,1,fazerumbagulho,1,2015
Valve,1,Bleeq,1,2015
Valve,1,breezyyyyyyy,1,2015
Valve,1,76561198081973813,2,2014
Valve,1,76561198079517873,2,2014
Valve,0,elly420,0,2015
Valve,1,76561198087059817,2,2015
Valve,0,76561198139069618,1,2015
Valve,1,u2late,2,2014
Valve,1,76561198072031255,1,2014
Valve,0,76561198029069901,0,2014
Valve,1,updownsideside,2,2015
Valve,1,_useless,2,2015
Valve,1,76561198076399353,2,2015
Valve,1,V0rT3xThe3rd,1,2015
Valve,1,ReithlessNomz,2,2015
Valve,1,76561198045787416,2,2014
Valve,1,orangejuiceanddoobies,2,2014
Valve,1,76561198075407499,2,2015
Valve,1,76561198057654325,2,2014
Valve,1,vixieys,2,2014
Valve,1,AHHAHAA,1,2015
Valve,1,OfficialvnmZz,2,2015
Valve,1,76561197990596976,2,2015
Valve,1,volka,2,2014
Valve,1,eksdeedeedee,2,2015
Valve,1,vyro_,1,2015
Valve,1,7656319335278779,2,2015
Valve,1,Koogie,2,2015
Valve,1,egftw,1,2015
Valve,1,KittyStella7,2,2015
Valve,1,76561198044412023,1,2015
Valve,1,STEAM0082987612,2,2014
Valve,1,WCM03,2,2015
Valve,0,76561198081095960,1,2014
Valve,0,76561198063509156,2,2015
Valve,1,iluvsowon,2,2015
Valve,1,76561198201838024,1,2015
Valve,1,Waxhax92,2,2014
Valve,1,assassin11538,2,2014
Valve,1,WBmannus,0,2014
Valve,1,76561198056968272,2,2015
Valve,1,76561198082569416,2,2015
Valve,0,daemonslove,0,2015
Valve,1,LUK3Gaming,2,2015
Valve,1,chocolate_fudge,2,2014
Valve,1,ItsLeithal,2,2014
Valve,1,gRFLX,1,2014
Valve,1,76561198042918873,2,2014
Valve,1,seuseupai,2,2015
Valve,1,LeZoidberg,2,2013
Valve,1,William321,2,2013
Valve,1,LudoTiddlywinks,1,2015
Valve,1,76561198051319090,2,2013
Valve,1,SuperVegito45,1,2014
Valve,1,76561198050354722,2,2015
Valve,1,76561198106769224,1,2015
Valve,1,Mordek4i,2,2014
Valve,1,76561198177315429,2,2015
Valve,1,WolficPower,2,2014
Valve,1,tharon1105,1,2015
Valve,1,Wooderino,2,2015
Valve,1,SuperM,2,2014
Valve,1,baneoftheravenguard,2,2014
Valve,1,76561197981780630,2,2014
Valve,1,WillRIPagain,2,2015
Valve,1,76561198141312385,2,2015
Valve,1,birodocorta,1,2015
Valve,1,xingxing000,2,2014
Valve,1,HoxtonBreakOutNet,0,2014
Valve,1,Killstreakz,0,2014
Valve,1,3565Jason,2,2015
Valve,1,xtraincs,2,2014
Valve,1,Jakkarinlivein,2,2015
Valve,1,76561198084544554,0,2015
Valve,0,76561198041199233,1,2015
Valve,1,ACExy,2,2013
Valve,1,LerKxA,2,2015
Valve,1,itoggledheavydontrptmeplx,1,2015
Valve,1,76561198066279729,2,2014
Valve,1,typic41,1,2014
Valve,1,76561198045722351,1,2014
Valve,1,Yingzi12,2,2014
Valve,1,pokeymaster420,1,2015
Valve,1,Cubichair,2,2014
Valve,1,Beer8XL,2,2015
Valve,0,lildoggo,1,2015
Valve,1,Shufflerpwn,1,2012
Valve,1,76561198082256064,1,2015
Valve,1,76561198084176260,1,2015
Valve,1,AqUaH20LiFe,2,2014
Valve,1,yungcoconut,1,2015
Valve,1,76561198071676311,2,2015
Valve,1,76561198046804355,2,2014
Valve,1,yunstar12,2,2015
Valve,1,obviouslyhjy69,1,2015
Valve,1,yvanne,2,2015
Valve,1,skyrise21,2,2015
Valve,1,f0rce_aus,2,2015
Valve,1,zadadrian,1,2015
Valve,1,larsantonello,2,2014
Valve,1,76561198083185396,2,2015
Valve,1,76561198071182149,2,2014
Valve,1,24596,1,2014
Valve,1,nayda56,1,2014
Valve,1,ZesK0,2,2015
Valve,1,76561198103247656,1,2015
Valve,1,76561198058473103,1,2015
Valve,1,zomgclan,1,2015
Valve,1,76561198162831665,1,2015
Valve,1,diegoroc,1,2015
Valve,1,slipperypoet,1,2014
Valve,1,FeelMyBeard,1,2015
Valve,1,RagTheRed,2,2015
Valve,1,SMGOP,1,2014
Valve,1,razemini,2,2014
Valve,1,PenguinAKandreas,2,2014
Valve,1,CommanderPineApple,2,2013
Valve,1,TheCookiesDream,2,2013
Valve,1,97263354,2,2014
Valve,1,JimmyPlant,2,2015
Valve,1,DankThrower420,2,2015
Valve,0,Ugh-ZanV,0,2014
Valve,1,theneiljoseph,2,2014
Valve,1,miniature53,2,2015
Valve,1,CottonDrop,2,2015
Valve,1,76561198062199495,0,2015
Valve,1,76561198148012083,2,2015
Valve,1,sialiangkuang,2,2015
Valve,1,ErrorT3rm1n4l,0,2014
Valve,1,JuicePlooce,1,2014
Valve,1,ud3p,1,2015
Valve,1,ItsNotJohno747,2,2015
Valve,0,_Minja,0,2014
Valve,1,Katidis,1,2013
Valve,1,altairgamer,2,2013
Valve,0,76561198057814273,0,2015
Valve,0,HolyJw,1,2015
Valve,0,76561198142482015,1,2014
Valve,1,guygu6,0,2015
Valve,1,steamaccountforsale1,1,2015
Valve,1,Monkers,2,2014
Valve,1,76561197960565429,2,2015
Valve,1,76561197960743001,2,2015
Valve,1,76561197961205196,1,2013
Valve,1,playergdgsd,2,2015
Valve,1,Junkieee,1,2014
Valve,1,cashout_skins_csgo_cameron,2,2015
Valve,1,Jantoz,2,2014
Valve,1,DUMB1020120,2,2015
Valve,0,amoocow,0,2014
Valve,1,sweepa,2,2014
Valve,1,mrsidekick,2,2015
Valve,1,TooEasyTeeZee,1,2014
Valve,1,meatheads,2,2014
Valve,1,BigBangGameerss,2,2015
Valve,1,76561197977507720,2,2014
Valve,1,76561197981381850,2,2015
Valve,1,76561197982422966,2,2014
Valve,1,d1o5,1,2014
Valve,1,reowmeowmeow,2,2014
Valve,1,76561197984327467,2,2015
Valve,1,bloodboot,2,2014
Valve,1,76561197987786431,2,2015
Valve,1,mazafuker3000,2,2014
Valve,1,goatmehmeh,2,2014
Valve,1,76561197990267442,1,2015
Valve,0,76561197991249235,0,2015
Valve,1,76561197991329759,2,2015
Valve,1,GAycuntt,2,2015
Valve,1,-2SV-vuLB-Kg,1,2014
Valve,0,1263512533427542734,1,2015
Valve,1,ifiwasasian,2,2015
Valve,1,76561198001836842,1,2014
Valve,1,76561198002996759,2,2015
Valve,1,76561198004924924,2,2015
Valve,1,filthyrehab,1,2014
Valve,1,justchillax,1,2014
Valve,1,76561198007161112,2,2014
Valve,1,vschiffer,1,2013
Valve,1,76561198008727561,2,2014
Valve,1,nexus1628,2,2014
Valve,1,NeverfailGaming,2,2015
Valve,1,CTrem,2,2014
Valve,1,smarthio,2,2014
Valve,1,76561198013535175,2,2014
Valve,1,76561198015169206,1,2015
Valve,1,mith_ele,2,2015
Valve,1,Cobain76,2,2014
Valve,1,ParanoidTurtle,2,2015
Valve,1,76561198015897106,2,2013
Valve,1,sicktoilet,2,2015
Valve,1,HizStory,2,2015
Valve,1,fusion12,1,2014
Valve,1,Mystiiez,2,2015
Valve,1,76561198019617935,1,2015
Valve,1,blazypol,1,2014
Valve,1,harshpathania,1,2015
Valve,1,RoyalAlbatross,1,2014
Valve,1,hyunter,2,2014
Valve,1,gizzy124,1,2014
Valve,1,76561198022611161,2,2014
Valve,1,controgopher,2,2014
Valve,1,KillRiver,2,2015
Valve,1,Mrezy,2,2013
Valve,1,Singeaninja,2,2015
Valve,1,AFatDwarf,2,2014
Valve,1,jumpoffroof,1,2015
Valve,1,khaye9,0,2014
Valve,1,76561198026058177,2,2015
Valve,1,Skillbot123,1,2014
Valve,1,hiimagay,0,2014
Valve,1,76561198028647230,2,2014
Valve,1,Pickles_was_here,2,2014
Valve,0,brenny8,0,2015
Valve,0,swaydaze,2,2015
Valve,1,HAHAOHWOW,1,2014
Valve,1,76561198030797558,1,2015
Valve,1,Jimboco,1,2014
Valve,0,Bashmygash,1,2015
Valve,1,JezzicaBorro,2,2014
Valve,1,RustlingInTheWind,2,2015
Valve,1,76561198032837913,2,2014
Valve,1,76561198033301141,2,2014
Valve,1,macaroonz,2,2012
Valve,1,76561198034390540,1,2014
Valve,1,kningerd,1,2014
Valve,1,76561198034888857,2,2014
Valve,1,ILoveTurtlesPro,2,2013
Valve,1,76561198035251057,1,2015
Valve,1,76561198035474869,1,2014
Valve,1,76561198035509771,1,2015
Valve,1,76561198035859601,1,2015
Valve,1,76561198035860623,1,2014
Valve,1,76561198036142900,1,2014
Valve,1,76561198036921706,2,2012
Valve,1,koaster,1,2014
Valve,1,swag3333232,1,2014
Valve,1,SamA3,2,2014
Valve,1,nopale,2,2014
Valve,1,cronix38,2,2015
Valve,1,76561198038048137,2,2012
Valve,1,76561198038227615,1,2014
Valve,1,charlesy2,2,2014
Valve,1,CentrelinkRejectedMe,1,2014
Valve,1,LeatherLionel,2,2014
Valve,1,backfatter,1,2015
Valve,1,76561198039106272,1,2013
Valve,0,kaozplays,1,2014
Valve,1,76561198039526217,2,2015
Valve,1,gillaz,2,2015
Valve,1,alnrelly,2,2015
Valve,1,teydrey,2,2015
Valve,1,hhhhggfffgt,2,2014
Valve,1,DwightSchruteFarms,1,2015
Valve,0,76561198040692737,2,2015
Valve,0,76561198040697106,1,2014
Valve,1,76561198040951559,1,2015
Valve,1,presk,1,2015
Valve,1,76561198041010910,1,2015
Valve,1,eileen007,2,2014
Valve,1,Mamski,2,2015
Valve,1,76561198041134831,2,2015
Valve,1,nguyenkytrung,2,2014
Valve,1,PandaUntilTheEnd,2,2015
Valve,1,ActuallyBonobo,1,2014
Valve,1,76561198041778707,2,2014
Valve,1,corey639,2,2014
Valve,1,76561198042192960,2,2014
Valve,1,Hypahh,2,2014
Valve,1,acezu,2,2014
Valve,1,The_Hacker_4chan,1,2015
Valve,1,76561198042503321,1,2014
Valve,1,76561198042520511,1,2014
Valve,1,76561198042754142,1,2015
Valve,1,bantus_,1,2015
Valve,1,76561198043096353,2,2014
Valve,1,dsmob,2,2014
Valve,1,hhheckle,1,2014
Valve,1,76561198043529964,1,2013
Valve,1,76561198043624811,2,2013
Valve,1,76561198043631496,0,2014
Valve,1,Wazkick3n,1,2014
Valve,1,whostoledandan,2,2015
Valve,1,76561198044276877,2,2014
Valve,1,76561198044351737,2,2014
Valve,1,gamesdead,2,2014
Valve,1,76561198044634932,2,2015
Valve,1,stirfru,1,2015
Valve,1,coztenza,1,2015
Valve,1,CdogAu,2,2015
Valve,1,killersam5215,2,2015
Valve,1,kswk,2,2015
Valve,1,76561198045838636,2,2015
Valve,1,picworthe,1,2014
Valve,1,chloepetersen,2,2014
Valve,1,76561198046474248,2,2013
Valve,1,DjPTTR,2,2015
Valve,1,76561198046730416,2,2014
Valve,1,76561198046804443,2,2014
Valve,1,GetyourMedz,2,2014
Valve,1,_gary_the_snail,2,2015
Valve,1,Sabatonic,1,2015
Valve,1,Yunzz,2,2013
Valve,1,Sum1_Else,2,2014
Valve,1,spartanwarrior662,2,2015
Valve,1,Ized1,2,2014
Valve,1,TheRainbowCow,1,2014
Valve,1,76561198047593692,2,2015
Valve,1,76561198047625991,2,2014
Valve,1,76561198047693993,1,2015
Valve,1,Pup2,2,2014
Valve,1,76561198047704110,2,2014
Valve,1,76561198047747981,1,2015
Valve,1,76561198047772662,2,2015
Valve,1,v_E1iTe,1,2015
Valve,1,76561198047991989,2,2015
Valve,1,76561198048018550,2,2014
Valve,1,TheJaguar8,2,2015
Valve,1,AceCSGO,2,2013
Valve,1,harambeoohhhhhharambe,1,2015
Valve,1,AH_Rablah17,1,2014
Valve,1,76561198048350991,2,2015
Valve,1,76561198048416962,1,2014
Valve,1,76561198048529546,1,2014
Valve,1,alvincso,2,2014
Valve,1,StoicWilly,2,2014
Valve,1,lilslavyboy,0,2014
Valve,1,Spooky_Scary,2,2014
Valve,1,lowestcarbonbasedlifeformontaree,1,2014
Valve,0,phetdekde,0,2014
Valve,1,fuckenkevin,0,2014
Valve,0,76561198049429171,1,2015
Valve,1,2608739,0,2013
Valve,1,76561198049665282,1,2015
Valve,1,accforsale12,2,2014
Valve,1,Nvidia1999,2,2015
Valve,1,bhSBM,2,2015
Valve,1,joeynn,2,2014
Valve,1,RyuichiRyuu,2,2014
Valve,1,76561198050242155,2,2014
Valve,1,AzTonish,2,2014
Valve,1,76561198050351207,2,2014
Valve,1,76561198050403073,1,2014
Valve,1,aymosh9011,1,2015
Valve,1,austondragon,2,2013
Valve,1,76561198050778010,2,2015
Valve,1,WhatsTheYams69,2,2015
Valve,1,getthepoint,1,2014
Valve,1,faceofffuck,1,2015
Valve,1,BradS_23,1,2015
Valve,0,76561198052676218,1,2015
Valve,1,76561198052736500,2,2015
Valve,0,76561198052789736,1,2015
Valve,1,Revyr,2,2014
Valve,1,76561198053000561,2,2014
Valve,1,supremexyeezy,1,2015
Valve,1,thekushcorner,2,2014
Valve,0,BecHyIIIka,1,2015
Valve,1,76561198053509764,2,2014
Valve,1,fluttershy_by_punipaws-d5szfuc,1,2013
Valve,1,76561198053676404,1,2014
Valve,1,fracler,1,2014
Valve,1,Bo0zle,2,2015
Valve,1,badassninja69,2,2014
Valve,1,76561198054000628,2,2014
Valve,1,SteamSpotty,2,2014
Valve,1,datredphoenix,1,2014
Valve,1,quackquac1c,0,2015
Valve,0,Pancakesandbacon,1,2015
Valve,1,Runey_Lzs,1,2015
Valve,1,Str0NtiuM,1,2014
Valve,1,76561198054504740,1,2014
Valve,1,in-hearts-wake,1,2014
Valve,1,cancerbois2001,1,2014
Valve,1,sickkunt007,1,2014
Valve,1,lberetta,2,2015
Valve,1,76561198055252076,1,2014
Valve,1,76561198055545996,1,2014
Valve,1,michael1674,2,2015
Valve,1,succccccccccccccccc,1,2015
Valve,1,76561198056288386,2,2014
Valve,1,76561198056393302,2,2015
Valve,1,DisMOSEY,1,2015
Valve,1,76561198056622081,2,2015
Valve,0,blebleh,1,2015
Valve,1,76561198057058249,2,2015
Valve,1,reddevilsforlife,2,2014
Valve,1,JugglerShang,2,2014
Valve,1,CYACURTY,1,2015
Valve,1,fieryluck,1,2015
Valve,1,76561198057283820,2,2014
Valve,1,cronix0,1,2015
Valve,1,76561198057346337,1,2014
Valve,1,76561198057354755,2,2014
Valve,1,exilecs,2,2014
Valve,1,iTraf,2,2015
Valve,1,76561198057575745,1,2015
Valve,1,mass232,2,2013
Valve,1,76561198057592648,2,2013
Valve,1,76561198057842211,2,2014
Valve,0,scruffy441,2,2014
Valve,1,ausabotage,1,2014
Valve,1,smellyshorts,0,2015
Valve,1,76561198058150025,1,2015
Valve,1,76561198058323070,1,2014
Valve,1,Tanklol,1,2015
Valve,1,basten004,0,2015
Valve,1,76561198058473768,2,2015
Valve,1,76561198058487500,2,2014
Valve,0,juhurik,1,2015
Valve,1,76561198058507679,1,2014
Valve,1,Tessellate,2,2014
Valve,1,76561198058573793,2,2013
Valve,1,nickosmexy,2,2015
Valve,1,Sly_Elf,2,2014
Valve,1,76561198058974541,2,2015
Valve,1,Daaaaracon,2,2014
Valve,1,2v1meyoucheekyscrub,1,2014
Valve,1,76561198059336031,2,2014
Valve,1,willietrombone,1,2015
Valve,1,76561198059391736,1,2015
Valve,1,RipperoniOfficial,1,2015
Valve,1,76561198059579366,1,2015
Valve,1,yotuic,2,2015
Valve,1,76561198059606810,2,2014
Valve,1,SLWonderChild,1,2015
Valve,1,Hetze117,2,2015
Valve,1,Deven_05,1,2014
Valve,1,TheDamox,2,2015
Valve,1,76561198060239835,1,2015
Valve,1,1011001,2,2014
Valve,1,76561198060493853,2,2014
Valve,1,Bigojones,1,2014
Valve,1,boomboy999,2,2014
Valve,1,76561198060822689,1,2015
Valve,0,76561198060933768,0,2015
Valve,1,76561198060988400,2,2015
Valve,1,76561198061056821,2,2015
Valve,1,76561198061192570,2,2014
Valve,1,NotSeattleSound,1,2015
Valve,0,420cheekycunt,1,2015
Valve,1,76561198061318542,1,2015
Valve,1,76561198061388888,2,2015
Valve,1,76561198061390729,2,2013
Valve,1,76561198061529439,2,2013
Valve,1,stopbeingfat,2,2014
Valve,1,exyz3,1,2015
Valve,1,76561198061773147,2,2014
Valve,1,81167,2,2015
Valve,1,clixer98,1,2015
Valve,1,MoostachedPikachu,0,2015
Valve,1,76561198061861251,1,2015
Valve,1,Iwannahoneyboobootorapeme,2,2015
Valve,1,76561198061894340,2,2014
Valve,1,76561198062018733,1,2014
Valve,1,killer81KappaKappa,2,2015
Valve,1,76561198062093693,2,2014
Valve,1,76561198062185026,2,2015
Valve,1,76561198062325783,0,2014
Valve,1,76561198062536781,2,2015
Valve,1,76561198062586581,2,2014
Valve,1,SethSentry,2,2015
Valve,1,asiannoscoper,0,2015
Valve,1,76561198062645049,1,2014
Valve,1,76561198062701680,2,2014
Valve,1,XiCute,0,2014
Valve,1,76561198063005019,0,2014
Valve,1,76561198063053750,2,2015
Valve,1,76561198063119025,2,2015
Valve,1,76561198063139290,1,2015
Valve,0,ItsJerryAndHarry,1,2014
Valve,1,76561198063399108,2,2014
Valve,1,76561198063466890,1,2014
Valve,1,76561198063472034,2,2015
Valve,1,khp2556,1,2014
Valve,1,r1nol3l,0,2015
Valve,1,XuMeneghel,1,2015
Valve,1,HippoPanda,2,2014
Valve,1,ApexAustralia,2,2015
Valve,1,enVusGaming,2,2013
Valve,1,DomoDel,1,2014
Valve,1,YODADRUGS,1,2015
Valve,1,kievwu,2,2013
Valve,1,funkyseefunkydo,1,2014
Valve,0,76561198064575920,1,2015
Valve,1,toinhoto,1,2014
Valve,1,Thisurlhasmadgainstobesoswole,2,2013
Valve,1,AfterGl0w,2,2014
Valve,1,ktrannasaurus,2,2015
Valve,1,76561198065120027,2,2015
Valve,1,76561198065151106,2,2015
Valve,1,76561198065227691,1,2015
Valve,1,memmzy,1,2015
Valve,1,Jnmbl,2,2014
Valve,1,76561198065393275,1,2014
Valve,1,76561198065426720,1,2015
Valve,1,CockLads,2,2014
Valve,1,happyparenting,1,2014
Valve,1,blazeng,1,2015
Valve,0,76561198065711375,1,2014
Valve,0,76561198065776361,1,2014
Valve,1,76561198065820911,2,2015
Valve,1,76561198066019021,2,2015
Valve,1,stratex5,2,2014
Valve,1,Hydreigon_44,2,2014
Valve,1,76561198066448654,1,2014
Valve,1,76561198066467349,2,2013
Valve,1,SwaRIsLoveSwarIsLife,0,2015
Valve,0,Gaming_lover,2,2015
Valve,1,miraco12,2,2015
Valve,1,legolasd,1,2014
Valve,1,76561198066807290,2,2014
Valve,1,76561198066899978,2,2014
Valve,1,dhansvid,0,2015
Valve,1,chuunnn,2,2014
Valve,1,gabethedoggod,0,2015
Valve,1,76561198067127217,2,2014
Valve,1,Teamfortress2016,1,2014
Valve,1,BigDogSteeeeeeze,2,2015
Valve,1,jeshdotcom,2,2015
Valve,1,76561198067646194,2,2012
Valve,1,76561198067771967,2,2013
Valve,1,76561198067841857,2,2015
Valve,1,billyjmc,2,2014
Valve,1,Scrfiin,2,2014
Valve,0,76561198068013690,2,2015
Valve,0,MrCucumberSauce,1,2014
Valve,1,76561198068121871,1,2015
Valve,1,vardyparty,2,2015
Valve,1,76561198068197203,1,2014
Valve,1,margeobur,2,2014
Valve,1,76561198068242211,0,2015
Valve,0,76561198068265347,1,2015
Valve,1,DOTAultimate321100,0,2015
Valve,1,isaacredfist,2,2015
Valve,1,EntryFraggerLmao,1,2015
Valve,1,76561198068507282,2,2014
Valve,1,76561198068596019,2,2014
Valve,1,BurntToastCasual,2,2013
Valve,1,octagu,2,2015
Valve,1,TheMegaman96,2,2015
Valve,1,NeoZenith1,2,2015
Valve,1,ThomWin,0,2015
Valve,1,JustGetShrektGaming,2,2014
Valve,1,shialebeoufmeme,0,2015
Valve,1,fael7,2,2015
Valve,1,ashcraft11,2,2013
Valve,1,76561198069091678,2,2014
Valve,1,fatpaynus,1,2015
Valve,1,beegeemdfk,2,2014
Valve,1,mypetjewjew,1,2014
Valve,1,Slavonic,2,2014
Valve,1,Bigodyddasa,2,2014
Valve,1,Xavierdotcom,2,2014
Valve,1,Esenix,1,2014
Valve,1,76561198069487879,1,2014
Valve,1,ruemz1,2,2015
Valve,1,cytress,2,2013
Valve,1,76561198069575870,2,2014
Valve,1,61241571,2,2015
Valve,0,ohmygodtheykilledkennyyoubastard,1,2014
Valve,1,76561198069623107,0,2015
Valve,1,DeCaptin,1,2014
Valve,1,Shotfirerkid,2,2015
Valve,1,76561198069732280,2,2014
Valve,1,76561198069827380,1,2014
Valve,1,76561198069898048,2,2015
Valve,1,76561198069921017,1,2014
Valve,1,firstshop,1,2015
Valve,1,expos,1,2015
Valve,1,76561198070074638,2,2013
Valve,1,royrox,2,2015
Valve,1,Jamez_Hearn,2,2015
Valve,1,LeAllien,2,2014
Valve,1,dkdakter,2,2015
Valve,1,76561198070493014,1,2014
Valve,0,Galaxy_Raptor,1,2015
Valve,1,mcustoms,2,2015
Valve,1,Ellaxoxo,2,2013
Valve,1,oceanbleu,0,2015
Valve,0,76561198070612900,0,2015
