price,developer,item_id,año
19.99,"2K Boston,2K Australia",7670,2012
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2011
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2014
19.99,"2K Boston,2K Australia",7670,2013
19.99,"2K Boston,2K Australia",7670,2015
19.99,"2K Boston,2K Australia",7670,2014
12.99,Relic Entertainment,4570,2015
12.99,Relic Entertainment,4570,2015
12.99,Relic Entertainment,4570,2014
12.99,Relic Entertainment,4570,2013
12.99,Relic Entertainment,4570,2013
12.99,Relic Entertainment,4570,2014
12.99,Relic Entertainment,4570,2015
12.99,Relic Entertainment,4570,2014
12.99,Relic Entertainment,4570,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2012
12.99,Relic Entertainment,4580,2015
12.99,Relic Entertainment,4580,2015
12.99,Relic Entertainment,4580,2015
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2014
12.99,Relic Entertainment,4580,2015
9.99,The Creative Assembly,4760,2011
9.99,The Creative Assembly,4760,2014
9.99,The Creative Assembly,4760,2015
9.99,The Creative Assembly,4760,2015
9.99,The Creative Assembly,4760,2012
9.99,The Creative Assembly,4760,2015
9.99,The Creative Assembly,4760,2014
9.99,The Creative Assembly,4760,2013
9.99,The Creative Assembly,4760,2013
9.99,The Creative Assembly,4760,2014
9.99,The Creative Assembly,4760,2015
9.99,The Creative Assembly,4760,2014
9.99,The Creative Assembly,4760,2013
9.99,The Creative Assembly,4760,2013
9.99,The Creative Assembly,4760,2015
9.99,The Creative Assembly,4760,2013
9.99,The Creative Assembly,4760,2015
9.99,Rockstar North,12130,2014
9.99,Remedy Entertainment,12150,2015
6.99,Crystal Dynamics,7000,2012
6.99,Crystal Dynamics,7000,2014
9.99,Remedy Entertainment,12140,2014
9.99,Remedy Entertainment,12140,2013
9.99,Remedy Entertainment,12140,2015
9.99,Remedy Entertainment,12140,2014
19.99,EA Los Angeles,17480,2015
19.99,EA Los Angeles,17480,2015
19.99,EA Los Angeles,17480,2014
19.99,EA Los Angeles,17480,2015
19.99,EA Los Angeles,17480,2015
19.99,EA Los Angeles,17480,2013
19.99,EA Los Angeles,17480,2013
19.99,EA Los Angeles,17480,2012
19.99,EA Los Angeles,17480,2013
19.99,EA Los Angeles,17480,2015
9.99,Infinite Interactive,12500,2011
9.99,Infinite Interactive,12500,2011
9.99,Infinite Interactive,12500,2011
19.99,"Frontier,Aspyr (Mac)",2700,2015
19.99,"Frontier,Aspyr (Mac)",2700,2013
19.99,"Frontier,Aspyr (Mac)",2700,2013
19.99,"Frontier,Aspyr (Mac)",2700,2014
19.99,"Frontier,Aspyr (Mac)",2700,2015
19.99,"Frontier,Aspyr (Mac)",2700,2015
19.99,"Frontier,Aspyr (Mac)",2700,2015
9.99,"Epic Games, Inc.",13250,2015
9.99,Ubisoft,13560,2014
9.99,Crytek Studios,13520,2012
9.99,Crytek Studios,13520,2014
9.99,Crytek Studios,13520,2014
9.99,Crytek Studios,13520,2015
9.99,Crytek Studios,13520,2014
9.99,Ubisoft Romania,15200,2014
9.99,1C: Maddox Games,15320,2012
9.99,1C: Maddox Games,15320,2015
9.99,1C: Maddox Games,15320,2014
9.99,1C: Maddox Games,15320,2015
9.99,1C: Maddox Games,15320,2010
9.99,1C: Maddox Games,15320,2014
9.99,1C: Maddox Games,15320,2014
9.99,1C: Maddox Games,15320,2014
9.99,Telltale Games,8310,2014
9.99,BigAnt Studios,12590,2014
4.99,"Luc Bernard,SilverSphereStudios",19500,2014
7.99,Lesta Studio,11260,2014
19.99,Bugbear Entertainment,12360,2013
19.99,Bugbear Entertainment,12360,2014
2.99,Oddworld Inhabitants,15710,2011
2.99,Oddworld Inhabitants,15710,2014
2.99,Oddworld Inhabitants,15710,2015
2.99,Oddworld Inhabitants,15700,2011
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2013
2.99,Oddworld Inhabitants,15700,2015
2.99,Oddworld Inhabitants,15700,2015
2.99,Oddworld Inhabitants,15700,2015
2.99,Oddworld Inhabitants,15700,2012
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2015
2.99,Oddworld Inhabitants,15700,2015
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2013
2.99,Oddworld Inhabitants,15700,2014
2.99,Oddworld Inhabitants,15700,2014
4.99,"MicroProse Software, Inc",7770,2014
4.99,"MicroProse Software, Inc",7660,2012
4.99,"MicroProse Software, Inc",7760,2011
4.99,"MicroProse Software, Inc",7760,2015
9.99,GSC Game World,20510,2014
9.99,GSC Game World,20510,2012
9.99,GSC Game World,20510,2011
9.99,GSC Game World,20510,2015
9.99,GSC Game World,20510,2014
19.99,Crytek,17330,2015
19.99,Crytek,17330,2012
19.99,Crytek,17300,2014
19.99,Crytek,17300,2015
19.99,Crytek,17300,2014
19.99,Crytek,17300,2014
19.99,Crytek,17300,2015
19.99,Crytek,17300,2014
19.99,Crytek,17300,2014
19.99,Crytek,17300,2014
19.99,Crytek,17300,2014
4.99,"MicroProse Software, Inc",7730,2013
9.99,CD PROJEKT RED,20900,2013
9.99,CD PROJEKT RED,20900,2011
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2011
9.99,CD PROJEKT RED,20900,2015
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2014
9.99,CD PROJEKT RED,20900,2015
19.99,Firaxis Games,16810,2013
9.99,"Red Storm Entertainment,Ubisoft Montreal",19830,2014
19.99,Traveller's Tales,21000,2014
19.99,Traveller's Tales,21000,2015
19.99,Traveller's Tales,21000,2014
19.99,Traveller's Tales,21000,2014
9.99,Gearbox Software,15390,2012
9.99,Gearbox Software,15390,2015
9.99,Gearbox Software,15390,2014
4.99,Techland,3050,2014
9.99,2D BOY,22000,2014
9.99,2D BOY,22000,2014
9.99,2D BOY,22000,2012
9.99,2D BOY,22000,2013
9.99,2D BOY,22000,2014
9.99,2D BOY,22000,2013
9.99,2D BOY,22000,2015
15.99,Egosoft,2820,2015
15.99,Egosoft,2820,2015
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2013
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2013
14.99,Rockstar New England,12200,2013
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2015
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2013
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2014
14.99,Rockstar New England,12200,2014
9.99,Ubisoft Montreal,19900,2013
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2015
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2015
9.99,Ubisoft Montreal,19900,2013
9.99,Ubisoft Montreal,19900,2014
9.99,Ubisoft Montreal,19900,2013
4.99,Meridian4,11240,2014
4.99,Meridian4,11240,2014
4.99,Meridian4,11240,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2015
9.99,Volition,9480,2015
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2015
9.99,Volition,9480,2015
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2011
9.99,Volition,9480,2011
9.99,Volition,9480,2015
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2015
9.99,Volition,9480,2013
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2011
9.99,Volition,9480,2011
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2013
9.99,Volition,9480,2014
9.99,Volition,9480,2014
9.99,Volition,9480,2015
9.99,Volition,9480,2013
19.99,EA Redwood Shores,17470,2015
19.99,EA Redwood Shores,17470,2014
19.99,EA Redwood Shores,17470,2014
19.99,EA Redwood Shores,17470,2011
19.99,EA Redwood Shores,17470,2014
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2015
19.99,EA Redwood Shores,17470,2014
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2014
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2015
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2013
19.99,EA Redwood Shores,17470,2013
19.99,DICE,17410,2012
19.99,DICE,17410,2015
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2012
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2015
19.99,DICE,17410,2015
19.99,DICE,17410,2014
19.99,DICE,17410,2012
19.99,DICE,17410,2014
19.99,DICE,17410,2012
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2012
19.99,DICE,17410,2015
19.99,DICE,17410,2012
19.99,DICE,17410,2015
19.99,DICE,17410,2013
19.99,DICE,17410,2015
19.99,DICE,17410,2013
19.99,DICE,17410,2012
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2015
19.99,DICE,17410,2015
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2015
19.99,DICE,17410,2010
19.99,DICE,17410,2014
19.99,DICE,17410,2012
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2015
19.99,DICE,17410,2014
19.99,DICE,17410,2015
19.99,DICE,17410,2013
19.99,DICE,17410,2015
19.99,DICE,17410,2015
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2013
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
19.99,DICE,17410,2014
9.99,Hidden Path Entertainment,18500,2015
9.99,Hidden Path Entertainment,18500,2014
9.99,Hidden Path Entertainment,18500,2013
14.99,Monolith,16450,2012
4.99,Meridian4,11340,2014
9.99,Black Sea Studios Ltd,25830,2014
9.99,Black Sea Studios Ltd,25830,2015
9.99,Frictional Games,22180,2014
9.99,Frictional Games,22180,2014
9.99,Frictional Games,22180,2013
9.99,Frictional Games,22180,2015
19.99,"Epic Games, Inc.",13210,2012
19.99,"Epic Games, Inc.",13210,2014
19.99,"Epic Games, Inc.",13210,2013
19.99,"Epic Games, Inc.",13210,2014
4.99,Tale of Tales,27020,2013
4.99,Tale of Tales,27020,2015
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2012
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2013
19.99,Criterion Games,24740,2011
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2014
19.99,Criterion Games,24740,2015
19.99,Criterion Games,24740,2014
4.99,IonFX,11330,2014
9.99,Reality Pump Studios,1930,2014
9.99,Reality Pump Studios,1930,2013
9.99,Reality Pump Studios,1930,2015
9.99,Gaijin Entertainment,7510,2013
9.99,ACE Team,22200,2011
9.99,ACE Team,22200,2011
9.99,ACE Team,22200,2011
9.99,ACE Team,22200,2013
9.99,ACE Team,22200,2015
9.99,ACE Team,22200,2012
6.99,1C Company,25900,2010
2.99,Sky Fallen,7840,2013
4.99,Irrational Games,8880,2014
0.0,Darklight Games,1280,2014
19.99,Radical Entertainment,10150,2014
19.99,Radical Entertainment,10150,2015
19.99,Radical Entertainment,10150,2014
19.99,Radical Entertainment,10150,2010
19.99,Radical Entertainment,10150,2014
19.99,Radical Entertainment,10150,2013
19.99,Radical Entertainment,10150,2012
19.99,Radical Entertainment,10150,2014
19.99,Radical Entertainment,10150,2014
4.99,Ascaron Entertainment ltd.,12470,2013
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2011
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2013
14.99,Bethesda Game Studios,22330,2013
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2013
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2011
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2014
14.99,Bethesda Game Studios,22330,2015
14.99,Bethesda Game Studios,22330,2013
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2014
14.99,Bethesda Game Studios,22320,2014
14.99,Bethesda Game Studios,22320,2014
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2013
14.99,Bethesda Game Studios,22320,2015
14.99,Bethesda Game Studios,22320,2012
14.99,Bethesda Game Studios,22320,2013
14.99,Bethesda Game Studios,22320,2014
14.99,Bethesda Game Studios,22320,2014
6.99,HeR Interactive,31860,2014
6.99,HeR Interactive,31930,2014
19.99,Capcom,21660,2011
19.99,Capcom,21660,2014
19.99,Capcom,21660,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2011
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2012
9.99,Pandemic Studios,6060,2012
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2013
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2015
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,Pandemic Studios,6060,2014
9.99,LucasArts,32360,2013
9.99,LucasArts,32360,2013
9.99,Wanako Games,10140,2011
19.99,Saber Interactive,10130,2014
19.99,Saber Interactive,10130,2015
6.99,"PopTop Software,BreakAway Games,Frog City Software",33520,2014
4.99,Sakari Indie,36000,2011
9.99,"BioWare,Aspyr (Mac)",32370,2012
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2013
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2013
9.99,"BioWare,Aspyr (Mac)",32370,2011
9.99,"BioWare,Aspyr (Mac)",32370,2010
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,"BioWare,Aspyr (Mac)",32370,2012
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2014
9.99,"BioWare,Aspyr (Mac)",32370,2013
9.99,"BioWare,Aspyr (Mac)",32370,2015
9.99,Hemisphere Games,29180,2010
9.99,Hemisphere Games,29180,2014
9.99,Black Isle Studios,38410,2014
9.99,Black Isle Studios,38410,2013
9.99,Black Isle Studios,38410,2015
9.99,Black Isle Studios,38410,2014
9.99,Black Isle Studios,38410,2014
9.99,Black Isle Studios,38410,2015
9.99,Black Isle Studios,38410,2015
9.99,Black Isle Studios,38410,2015
9.99,Black Isle Studios,38410,2015
9.99,14° East,38420,2015
9.99,14° East,38420,2013
4.99,Size Five Games,37400,2014
9.99,Ubisoft Montreal,13570,2014
9.99,Ubisoft Montreal,13570,2010
9.99,Ubisoft Montreal,13570,2015
9.99,Ubisoft Montreal,13570,2015
9.99,Ubisoft Montreal,13570,2014
2.99,"Vectorpark, Inc.",37600,2014
19.99,NovaLogic,32770,2015
9.99,Amanita Design,40700,2015
9.99,Amanita Design,40700,2013
9.99,Amanita Design,40700,2010
9.99,Amanita Design,40700,2013
9.99,Amanita Design,40700,2015
9.99,Amanita Design,40700,2014
9.99,EA Los Angeles,24840,2014
9.99,EA Los Angeles,24840,2014
9.99,EA Los Angeles,24840,2015
9.99,EA Los Angeles,24840,2014
9.99,EA Los Angeles,24840,2014
19.99,Slightly Mad Studios,24870,2015
14.99,Runic Games,41500,2013
14.99,Runic Games,41500,2013
14.99,Runic Games,41500,2011
14.99,Runic Games,41500,2012
14.99,Runic Games,41500,2013
14.99,Runic Games,41500,2012
14.99,Runic Games,41500,2014
19.99,EA Los Angeles,24800,2015
19.99,EA Los Angeles,24800,2013
9.99,Animation Arts,40330,2015
4.99,Konstantin Koshutin,41100,2014
4.99,Konstantin Koshutin,41100,2014
4.99,Konstantin Koshutin,41100,2014
4.99,Konstantin Koshutin,41100,2014
14.99,Croteam,41000,2014
14.99,Croteam,41000,2014
14.99,Croteam,41000,2014
14.99,Croteam,41000,2013
19.99,BioWare,17450,2010
19.99,BioWare,17450,2014
19.99,BioWare,17450,2014
19.99,BioWare,17450,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2011
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2013
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2015
19.99,"Infinity Ward,Aspyr (Mac)",10180,2012
19.99,"Infinity Ward,Aspyr (Mac)",10180,2014
