developer,sentiment_analysis
The Indie Stone,1
The Indie Stone,2
The Indie Stone,1
The Indie Stone,2
The Indie Stone,2
The Indie Stone,2
The Indie Stone,0
The Indie Stone,2
The Indie Stone,1
The Indie Stone,2
The Indie Stone,1
The Indie Stone,2
The Indie Stone,2
The Indie Stone,1
The Indie Stone,1
The Indie Stone,0
The Indie Stone,2
The Indie Stone,2
The Indie Stone,1
The Indie Stone,2
The Indie Stone,2
The Indie Stone,0
The Indie Stone,2
The Indie Stone,1
The Indie Stone,2
The Indie Stone,2
Arkedo,2
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1
2Play,1
2Play,0
2Play,1
2Play,2
2Play,2
2Play,2
2Play,2
2Play,2
2Play,1
Flyleap Studios Pty. Ltd.,2
Flyleap Studios Pty. Ltd.,2
Flyleap Studios Pty. Ltd.,2
Flyleap Studios Pty. Ltd.,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
Ubisoft Montreal,1
Ubisoft Montreal,1
8888888 LABS,2
8888888 LABS,0
PolyPusher Studios,1
Axis Game Factory LLC,2
Xtal Sword,1
Xtal Sword,1
Xtal Sword,2
Xtal Sword,2
Xtal Sword,2
Xtal Sword,0
Space Budgie,1
Space Budgie,1
TML Studios,0
TML Studios,2
Storybird,2
Storybird,1
Simon Roth,1
Revolution Software Ltd,2
Harvester Games,1
Harvester Games,2
D-Pad Studio,2
D-Pad Studio,2
D-Pad Studio,2
D-Pad Studio,2
D-Pad Studio,2
D-Pad Studio,2
Illwinter Game Design,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,1
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,0
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,0
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,2
Cryptic Studios,1
Clickteam,0
Clickteam,2
Clickteam,2
Clickteam,2
Nival,0
Nival,2
Nival,1
Nival,1
Nival,0
Nival,1
WildTangent,2
2DArray,2
Netcore Games,0
Netcore Games,1
Netcore Games,2
Netcore Games,2
Netcore Games,2
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
United Independent Entertainment GmbH,1
Interdimensional Games Inc,2
Messhof,2
Messhof,2
Messhof,0
Messhof,2
Messhof,2
Messhof,2
Messhof,0
Messhof,2
Messhof,1
Messhof,1
Messhof,1
Messhof,1
Messhof,2
Messhof,2
Messhof,1
Messhof,1
Messhof,1
Messhof,2
Messhof,2
Messhof,2
Messhof,0
Ubisoft Sofia,1
Ubisoft Sofia,1
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,0
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,1
Alan Edwardes,2
Alan Edwardes,2
Alan Edwardes,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,0
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,0
New World Interactive,2
New World Interactive,1
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,0
New World Interactive,2
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,0
New World Interactive,0
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,0
New World Interactive,1
New World Interactive,0
New World Interactive,0
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,1
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,2
New World Interactive,0
New World Interactive,2
New World Interactive,2
New World Interactive,1
New World Interactive,2
New World Interactive,2
Ultra Runaway Games,2
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",0
"Elias Viglione,Jussi Kukkonen",1
"Elias Viglione,Jussi Kukkonen",1
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",1
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",2
"Elias Viglione,Jussi Kukkonen",1
"Elias Viglione,Jussi Kukkonen",1
Avidly Wild Games,2
Jason Rohrer,2
Jason Rohrer,1
Mighty Rabbit Studios,2
Mighty Rabbit Studios,2
Mighty Rabbit Studios,2
Young Horses,1
Young Horses,1
Young Horses,2
Young Horses,2
Young Horses,1
Young Horses,2
Young Horses,2
Young Horses,2
Young Horses,1
Young Horses,2
Young Horses,1
Young Horses,2
Young Horses,1
Young Horses,1
Young Horses,2
Young Horses,0
Young Horses,2
Young Horses,0
Young Horses,1
Young Horses,1
Young Horses,2
Young Horses,1
Young Horses,1
Young Horses,1
Young Horses,1
Young Horses,2
Young Horses,2
Young Horses,2
Young Horses,2
Young Horses,1
Idea Factory,2
Idea Factory,2
Idea Factory,2
Idea Factory,2
GTGD,2
Arc System Works,2
Arc System Works,2
Arc System Works,1
Arc System Works,1
Arc System Works,1
Arc System Works,2
Limasse Five,2
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",0
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",0
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",2
"SNK CORPORATION,DotEmu",1
"SNK CORPORATION,DotEmu",1
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,1
Shining Rock Software LLC,0
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,0
Shining Rock Software LLC,1
Shining Rock Software LLC,0
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,0
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,0
Shining Rock Software LLC,2
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Shining Rock Software LLC,2
Shining Rock Software LLC,1
Matthew Brown,2
Matthew Brown,2
Matthew Brown,2
Matthew Brown,2
Matthew Brown,2
Matthew Brown,2
SCS Software,1
"Damian Sommer,Emily Carroll",2
"Damian Sommer,Emily Carroll",2
Matt Roszak,1
Matt Roszak,2
Matt Roszak,2
Matt Roszak,0
Matt Roszak,2
Matt Roszak,1
Matt Roszak,2
Matt Roszak,2
Last Dimension,2
Ubisoft Montreal,0
Ubisoft Montreal,1
Ubisoft Montreal,1
Ubisoft Montreal,2
MercurySteam,1
MercurySteam,1
MercurySteam,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,2
Nomad Games,1
Nomad Games,2
Nomad Games,1
Nomad Games,1
Klei Entertainment,1
Matt Thorson,2
Matt Thorson,1
Matt Thorson,1
Thomas Bowker,2
Thomas Bowker,2
Thomas Bowker,1
Thomas Bowker,2
Thomas Bowker,1
Thomas Bowker,2
Thomas Bowker,2
Thomas Bowker,1
Thomas Bowker,2
Thomas Bowker,2
Thomas Bowker,2
Thomas Bowker,1
Thomas Bowker,1
Thomas Bowker,1
Thomas Bowker,1
Sherman3D,0
Square Enix,1
Square Enix,1
Square Enix,2
Square Enix,2
Square Enix,2
Square Enix,2
Square Enix,0
Vlambeer,1
Vlambeer,2
Vlambeer,2
Vlambeer,2
Vlambeer,0
Vlambeer,1
Vlambeer,1
Vlambeer,1
Vlambeer,0
Vlambeer,2
Rob Howland,2
Rob Howland,2
Rob Howland,2
Crystal Shard,2
Crystal Shard,2
"World-Loom,Nitreal",1
Tribute Games Inc.,1
Tribute Games Inc.,0
Tribute Games Inc.,0
Tribute Games Inc.,2
Bongfish GmbH,0
Jarhead Games,0
Nikita,2
WZOGI,0
Apeiron,2
Opus,2
Opus,2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",1
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
"Vanguard Games,343 Industries",2
Alawar,2
Alawar,2
Quantized Bit,2
Humongous Entertainment,1
BumpkinBrothers,1
BumpkinBrothers,2
DL Softworks,0
DL Softworks,2
Humongous Entertainment,1
Humongous Entertainment,2
Humongous Entertainment,1
Idea Factory,2
Mad Otter Games,2
Mad Otter Games,2
Mad Otter Games,1
Mad Otter Games,1
Mad Otter Games,2
Mad Otter Games,2
Mad Otter Games,2
Mad Otter Games,1
Mad Otter Games,0
Digital Tentacle,2
9heads Game Studios,1
Farsky Interactive,2
Farsky Interactive,2
Farsky Interactive,1
Farsky Interactive,2
Farsky Interactive,2
Farsky Interactive,1
Farsky Interactive,1
Farsky Interactive,2
Farsky Interactive,1
Somi,1
Somi,2
Hippomancer,1
souvenir circ.,1
Abstraction Games,0
"Croteam,Alligator Pit",1
"Croteam,Alligator Pit",2
Windybeard,2
Minor Key Games,2
Minor Key Games,2
Minor Key Games,2
Minor Key Games,2
Minor Key Games,2
Minor Key Games,1
Minor Key Games,2
Minor Key Games,0
Minor Key Games,2
Minor Key Games,1
Minor Key Games,1
Minor Key Games,2
Minor Key Games,2
Minor Key Games,1
Minor Key Games,2
Minor Key Games,0
Minor Key Games,2
Minor Key Games,1
Red Barrels,1
Red Barrels,0
Puny Human,2
Puny Human,2
Puny Human,1
Puny Human,2
Puny Human,2
Puny Human,2
Puny Human,2
Puny Human,1
Puny Human,1
Puny Human,1
Puny Human,2
Puny Human,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,0
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,0
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,0
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,0
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,0
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,1
Fistful of Frags Team,2
"BitMonster, Inc.",2
Bedtime Digital Games,1
"Nova Dimension,Naga Entertainment",0
"Nova Dimension,Naga Entertainment",2
Mimimi Productions,2
Mimimi Productions,2
Digital Happiness,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,0
The Behemoth,0
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,0
The Behemoth,0
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,0
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,1
The Behemoth,2
The Behemoth,2
The Behemoth,2
The Behemoth,2
Digitalmindsoft,2
Digitalmindsoft,1
Digitalmindsoft,2
Digitalmindsoft,2
Digitalmindsoft,1
Digitalmindsoft,0
Digitalmindsoft,1
Digitalmindsoft,1
Digitalmindsoft,0
Digitalmindsoft,1
Digitalmindsoft,2
Digitalmindsoft,1
Digitalmindsoft,1
Digitalmindsoft,2
Digitalmindsoft,1
Humongous Entertainment,2
Humongous Entertainment,2
Forever Entertainment S. A.,1
Hypercane Studios,0
Winter Wolves,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,0
Nabi Studios,0
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,0
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,0
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,0
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,0
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,2
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,1
Nabi Studios,0
Nabi Studios,1
Nabi Studios,1
Nabi Studios,2
Nabi Studios,2
Nabi Studios,0
Nabi Studios,1
Nabi Studios,2
Milkstone Studios,2
Milkstone Studios,1
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,2
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,2
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,2
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,1
Haemimont Games,2
Haemimont Games,1
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Myrtilus Entertainment,2
Winter Wolves,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,0
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,1
Endnight Games Ltd,2
Endnight Games Ltd,1
Endnight Games Ltd,2
